#TYPE System.Management.Automation.PSCustomObject
"firstname","middleInitial","lastname","username","email","streetaddress","city","zipcode","state","country","department","password","telephone","jobtitle","company","ou"
"christinemarie","a","lebarge","clebarge","clebarge@chs.com","60 Greengrow Blvd.","Atlanta","30034","AL","USA","Marketing","Sully_Dully366","1111111476","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christing","a","lebario","clebario","clebario@chs.com","124 Drainbow Rd.","Dunwoody","30035","NC","USA","IT","Sully_Dully367","1111111477","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christinia","a","lebaron","clebaron","clebaron@chs.com","60 Greengrow Blvd.","Dunwoody","30030","GA","USA","IT","Sully_Dully368","1111111478","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christinna","a","lebarr","clebarr","clebarr@chs.com","60 Greengrow Blvd.","Decatur","30030","NC","USA","Marketing","Sully_Dully369","1111111479","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christino","a","lebarron","clebarron","clebarron@chs.com","123 Rainbow Dr.","Atlanta","30034","AL","USA","IT","Sully_Dully370","1111111480","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christion","a","lebaugh","clebaugh","clebaugh@chs.com","124 Drainbow Rd.","Decatur","30035","GA","USA","Marketing","Sully_Dully371","1111111481","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christiona","a","lebay","clebay","clebay@chs.com","123 Rainbow Dr.","Dunwoody","30035","GA","USA","Marketing","Sully_Dully372","1111111482","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christionna","a","lebby","clebby","clebby@chs.com","124 Drainbow Rd.","Dunwoody","30030","GA","USA","Sales","Sully_Dully373","1111111483","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christiopher","a","lebeau","clebeau","clebeau@chs.com","60 Greengrow Blvd.","Decatur","30030","AL","USA","Sales","Sully_Dully374","1111111484","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christipher","a","lebeaux","clebeaux","clebeaux@chs.com","60 Greengrow Blvd.","Decatur","30034","GA","USA","Marketing","Sully_Dully375","1111111485","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christis","a","lebeck","clebeck","clebeck@chs.com","124 Drainbow Rd.","Atlanta","30030","GA","USA","Sales","Sully_Dully376","1111111486","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christiyana","a","lebeda","clebeda","clebeda@chs.com","60 Greengrow Blvd.","Decatur","30035","NC","USA","Marketing","Sully_Dully377","1111111487","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christl","a","lebedeff","clebedeff","clebedeff@chs.com","123 Rainbow Dr.","Atlanta","30035","AL","USA","Sales","Sully_Dully378","1111111488","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christle","a","lebel","clebel","clebel@chs.com","123 Rainbow Dr.","Atlanta","30030","AL","USA","Marketing","Sully_Dully379","1111111489","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christler","a","leben","cleben","cleben@chs.com","124 Drainbow Rd.","Decatur","30030","GA","USA","Sales","Sully_Dully380","1111111490","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christliebe","a","lebeouf","clebeouf","clebeouf@chs.com","123 Rainbow Dr.","Dunwoody","30035","GA","USA","Marketing","Sully_Dully381","1111111491","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christly","a","leber","cleber","cleber@chs.com","60 Greengrow Blvd.","Dunwoody","30034","AL","USA","Sales","Sully_Dully382","1111111492","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christlyn","a","leberman","cleberman","cleberman@chs.com","123 Rainbow Dr.","Decatur","30030","GA","USA","Marketing","Sully_Dully383","1111111493","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christlynn","a","lebert","clebert","clebert@chs.com","60 Greengrow Blvd.","Dunwoody","30034","GA","USA","Marketing","Sully_Dully384","1111111494","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christman","a","leberte","cleberte","cleberte@chs.com","60 Greengrow Blvd.","Dunwoody","30035","NC","USA","IT","Sully_Dully385","1111111495","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christmann","a","lebish","clebish","clebish@chs.com","124 Drainbow Rd.","Decatur","30034","NC","USA","Marketing","Sully_Dully386","1111111496","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christmut","a","lebitski","clebitski","clebitski@chs.com","123 Rainbow Dr.","Dunwoody","30030","GA","USA","IT","Sully_Dully387","1111111497","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christna","a","leblanc","cleblanc","cleblanc@chs.com","123 Rainbow Dr.","Dunwoody","30030","GA","USA","IT","Sully_Dully388","1111111498","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christne","a","leblane","cleblane","cleblane@chs.com","124 Drainbow Rd.","Decatur","30035","AL","USA","Sales","Sully_Dully389","1111111499","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christner","a","lebleu","clebleu","clebleu@chs.com","60 Greengrow Blvd.","Atlanta","30034","AL","USA","Sales","Sully_Dully390","1111111500","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christo","a","lebling","clebling","clebling@chs.com","123 Rainbow Dr.","Atlanta","30030","GA","USA","Sales","Sully_Dully391","1111111501","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christobal","a","leblond","cleblond","cleblond@chs.com","124 Drainbow Rd.","Atlanta","30030","GA","USA","Marketing","Sully_Dully392","1111111502","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christobel","a","lebo","clebo","clebo@chs.com","60 Greengrow Blvd.","Decatur","30030","NC","USA","Marketing","Sully_Dully393","1111111503","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christodoulos","a","leboeuf","cleboeuf","cleboeuf@chs.com","123 Rainbow Dr.","Dunwoody","30030","AL","USA","Sales","Sully_Dully394","1111111504","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christof","a","lebohner","clebohner","clebohner@chs.com","60 Greengrow Blvd.","Atlanta","30034","GA","USA","IT","Sully_Dully395","1111111505","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christofer","a","lebold","clebold","clebold@chs.com","124 Drainbow Rd.","Atlanta","30030","NC","USA","IT","Sully_Dully396","1111111506","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christoff","a","lebon","clebon","clebon@chs.com","123 Rainbow Dr.","Decatur","30035","GA","USA","IT","Sully_Dully397","1111111507","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christoffel","a","lebouef","clebouef","clebouef@chs.com","123 Rainbow Dr.","Decatur","30035","NC","USA","IT","Sully_Dully398","1111111508","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christoffer","a","lebouf","clebouf","clebouf@chs.com","123 Rainbow Dr.","Decatur","30030","GA","USA","Marketing","Sully_Dully399","1111111509","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christofher","a","lebourgeois","clebourgeois","clebourgeois@chs.com","124 Drainbow Rd.","Dunwoody","30034","NC","USA","IT","Sully_Dully400","1111111510","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christofili","a","lebovic","clebovic","clebovic@chs.com","124 Drainbow Rd.","Dunwoody","30034","GA","USA","IT","Sully_Dully401","1111111511","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christoforo","a","lebow","clebow","clebow@chs.com","123 Rainbow Dr.","Atlanta","30035","NC","USA","IT","Sully_Dully402","1111111512","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christoforos","a","lebowitz","clebowitz","clebowitz@chs.com","124 Drainbow Rd.","Dunwoody","30035","AL","USA","Marketing","Sully_Dully403","1111111513","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christoher","a","lebrane","clebrane","clebrane@chs.com","60 Greengrow Blvd.","Dunwoody","30035","AL","USA","IT","Sully_Dully404","1111111514","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christohper","a","lebrecht","clebrecht","clebrecht@chs.com","60 Greengrow Blvd.","Decatur","30034","NC","USA","Sales","Sully_Dully405","1111111515","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christohpher","a","lebrecque","clebrecque","clebrecque@chs.com","124 Drainbow Rd.","Decatur","30034","GA","USA","Sales","Sully_Dully406","1111111516","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christol","a","lebroke","clebroke","clebroke@chs.com","124 Drainbow Rd.","Dunwoody","30030","AL","USA","Marketing","Sully_Dully407","1111111517","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christola","a","lebron","clebron","clebron@chs.com","123 Rainbow Dr.","Decatur","30030","AL","USA","IT","Sully_Dully408","1111111518","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christon","a","lebron-catala","clebron-catala","clebron-catala@chs.com","124 Drainbow Rd.","Dunwoody","30030","AL","USA","IT","Sully_Dully409","1111111519","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christoopher","a","lebron-jimenez","clebron-jimenez","clebron-jimenez@chs.com","60 Greengrow Blvd.","Atlanta","30035","GA","USA","IT","Sully_Dully410","1111111520","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christop","a","lebrun","clebrun","clebrun@chs.com","60 Greengrow Blvd.","Decatur","30034","NC","USA","IT","Sully_Dully411","1111111521","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christopehr","a","lebsack","clebsack","clebsack@chs.com","60 Greengrow Blvd.","Atlanta","30034","GA","USA","IT","Sully_Dully412","1111111522","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christoper","a","lebsock","clebsock","clebsock@chs.com","124 Drainbow Rd.","Decatur","30030","AL","USA","Marketing","Sully_Dully413","1111111523","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christoph","a","lecain","clecain","clecain@chs.com","123 Rainbow Dr.","Dunwoody","30030","AL","USA","IT","Sully_Dully414","1111111524","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christophe","a","lecaros","clecaros","clecaros@chs.com","124 Drainbow Rd.","Decatur","30030","NC","USA","Sales","Sully_Dully415","1111111525","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christophel","a","lecates","clecates","clecates@chs.com","124 Drainbow Rd.","Decatur","30030","NC","USA","Sales","Sully_Dully416","1111111526","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christophen","a","lecato","clecato","clecato@chs.com","124 Drainbow Rd.","Dunwoody","30030","GA","USA","Marketing","Sully_Dully417","1111111527","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christopher","a","lecea","clecea","clecea@chs.com","123 Rainbow Dr.","Atlanta","30035","GA","USA","IT","Sully_Dully418","1111111528","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christopher-james","a","lech","clech","clech@chs.com","124 Drainbow Rd.","Atlanta","30034","GA","USA","Sales","Sully_Dully419","1111111529","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christopher-jay","a","lechel","clechel","clechel@chs.com","60 Greengrow Blvd.","Atlanta","30035","AL","USA","Marketing","Sully_Dully420","1111111530","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christopher-john","a","lechelt","clechelt","clechelt@chs.com","124 Drainbow Rd.","Dunwoody","30035","NC","USA","IT","Sully_Dully421","1111111531","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christopher-joseph","a","lecher","clecher","clecher@chs.com","60 Greengrow Blvd.","Dunwoody","30030","NC","USA","Sales","Sully_Dully422","1111111532","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christopher-junior","a","lechlak","clechlak","clechlak@chs.com","123 Rainbow Dr.","Decatur","30034","NC","USA","IT","Sully_Dully423","1111111533","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christopher-lee","a","lechleidner","clechleidner","clechleidner@chs.com","124 Drainbow Rd.","Dunwoody","30035","AL","USA","Marketing","Sully_Dully424","1111111534","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christopher-scott","a","lechler","clechler","clechler@chs.com","124 Drainbow Rd.","Atlanta","30030","AL","USA","Sales","Sully_Dully425","1111111535","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christopheranth","a","lechliter","clechliter","clechliter@chs.com","124 Drainbow Rd.","Atlanta","30035","NC","USA","Sales","Sully_Dully426","1111111536","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"fumero","a","lechman","flechman","flechman@chs.com","124 Drainbow Rd.","Atlanta","30035","GA","USA","Marketing","Sully_Dully427","1111111537","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"fumero-diaz","a","lechner","flechner","flechner@chs.com","124 Drainbow Rd.","Dunwoody","30035","NC","USA","Marketing","Sully_Dully428","1111111538","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"fumi","a","mayuri","fmayuri","fmayuri@chs.com","123 Rainbow Dr.","Atlanta","30034","GA","USA","Marketing","Sully_Dully429","1111111539","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"fumiaki","a","mayville","fmayville","fmayville@chs.com","123 Rainbow Dr.","Decatur","30034","AL","USA","Marketing","Sully_Dully430","1111111540","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"fumie","a","maywalt","fmaywalt","fmaywalt@chs.com","60 Greengrow Blvd.","Atlanta","30035","AL","USA","IT","Sully_Dully431","1111111541","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"fumihiko","a","mayweather","fmayweather","fmayweather@chs.com","124 Drainbow Rd.","Dunwoody","30030","AL","USA","Sales","Sully_Dully432","1111111542","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"fumihiro","a","maywood","fmaywood","fmaywood@chs.com","124 Drainbow Rd.","Decatur","30035","GA","USA","IT","Sully_Dully433","1111111543","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"fumihito","a","mayze","fmayze","fmayze@chs.com","123 Rainbow Dr.","Atlanta","30034","GA","USA","Sales","Sully_Dully434","1111111544","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"fumiki","a","mayzes","fmayzes","fmayzes@chs.com","123 Rainbow Dr.","Dunwoody","30030","GA","USA","Marketing","Sully_Dully435","1111111545","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"fumiko","a","maza","fmaza","fmaza@chs.com","123 Rainbow Dr.","Decatur","30030","GA","USA","Sales","Sully_Dully436","1111111546","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"fumio","a","mazanec","fmazanec","fmazanec@chs.com","60 Greengrow Blvd.","Decatur","30030","AL","USA","IT","Sully_Dully437","1111111547","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"fumitoshi","a","mazar","fmazar","fmazar@chs.com","123 Rainbow Dr.","Atlanta","30035","NC","USA","Marketing","Sully_Dully438","1111111548","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"fumiye","a","mazariego","fmazariego","fmazariego@chs.com","60 Greengrow Blvd.","Dunwoody","30030","NC","USA","Sales","Sully_Dully439","1111111549","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"fumiyo","a","mazariegos","fmazariegos","fmazariegos@chs.com","123 Rainbow Dr.","Atlanta","30034","NC","USA","Marketing","Sully_Dully440","1111111550","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"funch","a","mazdra","fmazdra","fmazdra@chs.com","60 Greengrow Blvd.","Atlanta","30035","AL","USA","Marketing","Sully_Dully441","1111111551","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"funches","a","maze","fmaze","fmaze@chs.com","123 Rainbow Dr.","Atlanta","30030","AL","USA","Sales","Sully_Dully442","1111111552","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"funchess","a","mazell","fmazell","fmazell@chs.com","60 Greengrow Blvd.","Atlanta","30034","NC","USA","IT","Sully_Dully443","1111111553","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"funda","a","mazella","fmazella","fmazella@chs.com","123 Rainbow Dr.","Atlanta","30035","AL","USA","Sales","Sully_Dully444","1111111554","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"funderburk","a","mazer","fmazer","fmazer@chs.com","123 Rainbow Dr.","Decatur","30035","AL","USA","Sales","Sully_Dully445","1111111555","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"fundora","a","mazerat","fmazerat","fmazerat@chs.com","60 Greengrow Blvd.","Decatur","30035","GA","USA","IT","Sully_Dully446","1111111556","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"funesvalle","a","mazey","fmazey","fmazey@chs.com","124 Drainbow Rd.","Atlanta","30030","GA","USA","IT","Sully_Dully447","1111111557","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"funez-duran","a","mazhar","fmazhar","fmazhar@chs.com","124 Drainbow Rd.","Atlanta","30034","AL","USA","Sales","Sully_Dully448","1111111558","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"fung","a","maziarz","fmaziarz","fmaziarz@chs.com","123 Rainbow Dr.","Atlanta","30030","GA","USA","IT","Sully_Dully449","1111111559","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"funmilayo","a","mazida","fmazida","fmazida@chs.com","124 Drainbow Rd.","Dunwoody","30035","NC","USA","IT","Sully_Dully450","1111111560","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"funmilola","a","mazierski","fmazierski","fmazierski@chs.com","60 Greengrow Blvd.","Atlanta","30035","GA","USA","IT","Sully_Dully451","1111111561","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"funs","a","mazikowski","fmazikowski","fmazikowski@chs.com","124 Drainbow Rd.","Decatur","30035","AL","USA","Marketing","Sully_Dully452","1111111562","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"funsch","a","mazin","fmazin","fmazin@chs.com","123 Rainbow Dr.","Dunwoody","30030","GA","USA","IT","Sully_Dully453","1111111563","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"funston","a","mazingo","fmazingo","fmazingo@chs.com","60 Greengrow Blvd.","Atlanta","30035","GA","USA","Marketing","Sully_Dully454","1111111564","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"fup","a","mazion","fmazion","fmazion@chs.com","123 Rainbow Dr.","Dunwoody","30035","NC","USA","Marketing","Sully_Dully455","1111111565","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"fuqua","a","mazique","fmazique","fmazique@chs.com","124 Drainbow Rd.","Atlanta","30035","NC","USA","Marketing","Sully_Dully456","1111111566","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"fuquan","a","mazo","fmazo","fmazo@chs.com","123 Rainbow Dr.","Atlanta","30035","GA","USA","Sales","Sully_Dully457","1111111567","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"furaha","a","mazon","fmazon","fmazon@chs.com","123 Rainbow Dr.","Atlanta","30035","AL","USA","Marketing","Sully_Dully458","1111111568","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"fureigh","a","mazor","fmazor","fmazor@chs.com","60 Greengrow Blvd.","Atlanta","30030","AL","USA","IT","Sully_Dully459","1111111569","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"furey","a","mazowieski","fmazowieski","fmazowieski@chs.com","123 Rainbow Dr.","Decatur","30034","GA","USA","IT","Sully_Dully460","1111111570","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"furgeson","a","mazuc","fmazuc","fmazuc@chs.com","124 Drainbow Rd.","Decatur","30030","AL","USA","Sales","Sully_Dully461","1111111571","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"furie","a","mazuera","fmazuera","fmazuera@chs.com","60 Greengrow Blvd.","Dunwoody","30030","AL","USA","IT","Sully_Dully462","1111111572","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"furio","a","mazuo","fmazuo","fmazuo@chs.com","123 Rainbow Dr.","Atlanta","30035","GA","USA","Marketing","Sully_Dully463","1111111573","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"furiosa","a","mazur","fmazur","fmazur@chs.com","60 Greengrow Blvd.","Decatur","30035","NC","USA","IT","Sully_Dully464","1111111574","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"furious","a","mazurek","fmazurek","fmazurek@chs.com","124 Drainbow Rd.","Atlanta","30035","AL","USA","IT","Sully_Dully465","1111111575","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"furiya","a","mazurk","fmazurk","fmazurk@chs.com","60 Greengrow Blvd.","Decatur","30035","GA","USA","Sales","Sully_Dully466","1111111576","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"furkan","a","mazurkiewicz","fmazurkiewicz","fmazurkiewicz@chs.com","124 Drainbow Rd.","Decatur","30030","GA","USA","Marketing","Sully_Dully467","1111111577","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"furkat","a","mazurowski","fmazurowski","fmazurowski@chs.com","123 Rainbow Dr.","Dunwoody","30034","NC","USA","Sales","Sully_Dully468","1111111578","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"furkhan","a","mazy","fmazy","fmazy@chs.com","60 Greengrow Blvd.","Dunwoody","30035","NC","USA","IT","Sully_Dully469","1111111579","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"furlani","a","mazyck","fmazyck","fmazyck@chs.com","60 Greengrow Blvd.","Atlanta","30030","NC","USA","Sales","Sully_Dully470","1111111580","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"furlon","a","mazza","fmazza","fmazza@chs.com","60 Greengrow Blvd.","Atlanta","30035","AL","USA","Sales","Sully_Dully471","1111111581","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"furlong","a","mazzacano","fmazzacano","fmazzacano@chs.com","123 Rainbow Dr.","Dunwoody","30035","NC","USA","IT","Sully_Dully472","1111111582","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"furlow","a","mazzaferro","fmazzaferro","fmazzaferro@chs.com","124 Drainbow Rd.","Atlanta","30035","AL","USA","IT","Sully_Dully473","1111111583","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"furman","a","mazzanti","fmazzanti","fmazzanti@chs.com","124 Drainbow Rd.","Decatur","30030","AL","USA","Marketing","Sully_Dully474","1111111584","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"furmark","a","mazzara","fmazzara","fmazzara@chs.com","124 Drainbow Rd.","Dunwoody","30030","AL","USA","Marketing","Sully_Dully475","1111111585","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"furnary","a","mazzarella","fmazzarella","fmazzarella@chs.com","123 Rainbow Dr.","Decatur","30030","NC","USA","Marketing","Sully_Dully476","1111111586","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"furnas","a","mazzariello","fmazzariello","fmazzariello@chs.com","124 Drainbow Rd.","Decatur","30030","NC","USA","Sales","Sully_Dully477","1111111587","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"furnell","a","mazzarino","fmazzarino","fmazzarino@chs.com","60 Greengrow Blvd.","Dunwoody","30030","NC","USA","Sales","Sully_Dully478","1111111588","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"furney","a","mazzawi","fmazzawi","fmazzawi@chs.com","60 Greengrow Blvd.","Decatur","30030","GA","USA","Sales","Sully_Dully479","1111111589","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"furnice","a","mazze","fmazze","fmazze@chs.com","123 Rainbow Dr.","Atlanta","30030","GA","USA","Sales","Sully_Dully480","1111111590","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"furniss","a","mazzei","fmazzei","fmazzei@chs.com","60 Greengrow Blvd.","Decatur","30034","NC","USA","Sales","Sully_Dully481","1111111591","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"furqaan","a","mazzella","fmazzella","fmazzella@chs.com","124 Drainbow Rd.","Decatur","30035","AL","USA","Sales","Sully_Dully482","1111111592","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"furqan","a","mazzeo","fmazzeo","fmazzeo@chs.com","123 Rainbow Dr.","Atlanta","30035","NC","USA","Marketing","Sully_Dully483","1111111593","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"furr","a","mazzera","fmazzera","fmazzera@chs.com","124 Drainbow Rd.","Atlanta","30034","GA","USA","Marketing","Sully_Dully484","1111111594","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"furrjr","a","mazzetti","fmazzetti","fmazzetti@chs.com","60 Greengrow Blvd.","Decatur","30034","NC","USA","Sales","Sully_Dully485","1111111595","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"furtado","a","mazzie","fmazzie","fmazzie@chs.com","60 Greengrow Blvd.","Atlanta","30034","GA","USA","Marketing","Sully_Dully486","1111111596","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
